Fare,Pclass,AgeGroup,Sex_female,Sex_male,Embarked_C,FamilyCategory_Small,Survived
73.5,2,3.0,0,1,0,0,0
7.775,3,0.0,0,1,0,0,0
0.0,2,4.0,0,1,0,0,0
7.25,3,4.0,0,1,0,0,0
13.0,2,4.0,0,1,0,0,0
8.3625,3,0.0,0,1,0,0,0
24.0,2,4.0,0,1,1,1,0
7.225,3,0.0,0,1,1,0,0
7.8958,3,0.0,0,1,1,0,0
7.4958,3,0.0,0,1,0,0,0
52.5542,1,2.0,1,0,0,1,1
26.0,2,0.0,0,1,0,1,0
8.05,3,4.0,0,1,0,0,0
8.05,3,4.0,0,1,0,0,0
10.5,2,2.0,1,0,0,0,1
23.25,3,4.0,1,0,0,1,1
7.75,3,4.0,0,1,0,1,0
0.0,2,4.0,0,1,0,0,0
8.05,3,4.0,0,1,0,0,0
8.05,3,0.0,0,1,0,0,0
26.0,2,0.0,0,1,0,0,0
227.525,1,3.0,1,0,1,1,1
46.9,3,3.0,1,0,0,0,0
7.65,3,4.0,1,0,0,0,1
31.0,1,4.0,0,1,0,0,0
14.1083,3,0.0,0,1,0,1,0
120.0,1,3.0,1,0,0,0,1
77.2875,1,4.0,0,1,0,1,0
